ID,性别,专业,学历,毕业去向,就业行业,岗位类型,工作城市,城市等级,期望薪资,实际薪资,期望薪资达成率,是否有实习经历,专业-行业匹配度,学历-岗位匹配度,满意度评分,岗位ID
29038,女,计算机,博士,创业,文化传媒,工作室负责人,深圳,一线,14594,15300,1.048,否,低,中,2,JOBD5048D0214
29039,男,文学,博士,创业,互联网,联合创始人,杭州,新一线,18750,32000,1.707,否,中,中,4,JOB5249DA047A
29040,女,金融学,博士,出国,金融,海外项目助理,深圳,一线,18189,25400,1.396,否,高,高,5,JOB3DF34BF968
29041,男,土木工程,硕士,出国,科研,海外项目助理,广州,一线,6146,5300,0.862,否,低,高,2,JOB5A39D1B663
29042,女,金融学,博士,创业,互联网,工作室负责人,重庆,新一线,18861,26200,1.389,是,中,中,5,JOBCF7EBFBE3D
29043,女,计算机,本科,创业,互联网,产品创业者,西安,新一线,19572,22000,1.124,否,高,中,4,JOBB993EC6C66
29044,男,物理学,硕士,公务员,政府机关,选调生,成都,新一线,9059,9300,1.027,是,低,中,3,JOB2EC2A27BAB
29045,男,物理学,本科,出国,科研,海外研究生,深圳,一线,13168,12100,0.919,是,高,中,4,JOBCF5E7731E8
29046,男,历史学,硕士,自由职业,教育,课程创作者,南京,新一线,9140,10500,1.149,否,高,中,4,JOBAE2476346C
29047,女,土木工程,硕士,出国,建筑,海外研究助理,深圳,一线,5342,5500,1.03,否,高,高,4,JOB195539464D
29048,男,哲学,硕士,自由职业,文化传媒,内容创作者,武汉,新一线,13650,12600,0.923,否,中,中,3,JOB39C30EBF4D
29049,男,临床医学,硕士,出国,医疗,海外项目助理,杭州,新一线,5926,6200,1.046,否,高,高,4,JOBB25CFA3552
29050,男,临床医学,本科,公务员,政府机关,事业单位职员,杭州,新一线,15317,15000,0.979,否,低,中,2,JOBDF5E110FAD
29051,女,历史学,本科,出国,教育,海外研究助理,北京,一线,7751,7300,0.942,是,高,中,4,JOBF89CB17BCA
29052,女,土木工程,博士,公务员,政府机关,行政专员,北京,一线,9236,13300,1.44,是,低,中,4,JOB2F6672EA52
29053,男,土木工程,本科,就业,政府,公共事务助理,广州,一线,11609,10500,0.904,否,低,中,2,JOB0F2A32182F
29054,男,土木工程,博士,公务员,政府,政策研究员,成都,新一线,18169,19000,1.046,否,低,高,3,JOBA6E22A969E
29055,女,计算机,硕士,就业,互联网,前端开发工程师,武汉,新一线,4688,7400,1.578,否,高,高,5,JOB1A9008C7B2
29056,女,文学,博士,公务员,政府,公务员,杭州,新一线,15041,20000,1.33,否,低,中,4,JOBE2BBA86EC3
29057,女,计算机,硕士,就业,科研,科研助理,武汉,新一线,19640,22600,1.151,是,中,高,4,JOB2C16232D5C
29058,女,计算机,硕士,创业,文化传媒,工作室负责人,武汉,新一线,11923,9600,0.805,否,低,中,2,JOB98A9757A12
29059,女,哲学,硕士,创业,互联网,产品创业者,武汉,新一线,17241,19100,1.108,是,低,高,4,JOB3E0A195DB5
29060,女,计算机,本科,出国,互联网,海外研发助理,成都,新一线,7575,7000,0.924,否,高,中,4,JOBE5D6D7991F
29061,女,临床医学,博士,就业,政府,行政专员,上海,一线,10057,14900,1.482,是,低,中,4,JOBA1003E8A0C
29062,男,金融学,本科,就业,银行,银行柜员,北京,一线,6898,9400,1.363,否,中,中,4,JOBE0B8112DF7
29063,女,计算机,硕士,自由职业,互联网,网站开发者,北京,一线,7936,11800,1.487,否,高,高,5,JOB58A563F919
29064,男,临床医学,硕士,就业,科研,科研助理,深圳,一线,17498,26100,1.492,是,中,高,5,JOBD82BDC701B
29065,女,历史学,本科,自由职业,互联网,独立编辑,重庆,新一线,5910,6000,1.015,是,低,中,3,JOBC390DCB692
29066,男,计算机,硕士,公务员,政府机关,公务员,武汉,新一线,13916,15200,1.092,是,低,中,3,JOB8BE15BD7F9
29067,女,生物学,硕士,公务员,政府机关,事业单位职员,广州,一线,9538,10800,1.132,否,低,中,3,JOBA4B6FD065C
29068,女,物理学,博士,自由职业,科研,内容创作者,深圳,一线,4046,6200,1.532,否,高,高,5,JOB6074DCEB4D
29069,男,金融学,本科,就业,银行,银行柜员,西安,新一线,4581,4800,1.048,否,中,中,3,JOBBD97397B5A
29070,女,文学,硕士,就业,政府机关,选调生,南京,新一线,13080,13800,1.055,是,低,中,3,JOBC1D5485500
29071,女,计算机,博士,创业,金融,创业者,重庆,新一线,9267,12900,1.392,是,低,中,4,JOB9B100FF223
29072,男,金融学,博士,自由职业,文化传媒,内容创作者,北京,一线,16318,20700,1.269,是,低,中,3,JOB2441777AC0
29073,女,土木工程,博士,就业,制造业,质量工程师,南京,新一线,9131,11600,1.27,否,中,中,4,JOB3D37AA7E4F
29074,男,化学,硕士,创业,医疗,项目负责人,广州,一线,7586,10000,1.318,是,中,高,5,JOBDDC5A37173
29075,女,物理学,硕士,出国,科研,海外研究生,北京,一线,12992,14200,1.093,是,高,高,4,JOB59DFA94B77
29076,男,物理学,本科,公务员,政府,基层治理专员,广州,一线,15986,13700,0.857,否,低,中,3,JOB8EE4D63B92
29077,女,临床医学,博士,出国,医疗,海外项目助理,深圳,一线,15362,22600,1.471,是,高,高,5,JOB780FA44A62
29078,女,物理学,硕士,就业,科研,科研助理,西安,新一线,3835,4200,1.095,是,高,高,4,JOB99D52CC6BD
29079,男,化学,硕士,出国,教育,海外研究生,杭州,新一线,8691,7000,0.805,否,低,高,3,JOB63ADB09F69
29080,女,金融学,硕士,就业,金融,量化研究助理,杭州,新一线,12993,22500,1.732,是,高,高,5,JOB8B54A9FAEA
29081,男,土木工程,硕士,自由职业,教育,项目制顾问,北京,一线,5058,5400,1.068,是,低,中,3,JOBB60982CD7F
29082,女,计算机,硕士,自由职业,互联网,自由数据分析师,杭州,新一线,4094,7400,1.808,是,高,高,5,JOBBE08C5B228
29083,女,化学,本科,就业,科研,科研助理,西安,新一线,4051,4600,1.136,是,高,中,4,JOB99D52CC6BD
29084,女,化学,博士,创业,医疗,工作室负责人,成都,新一线,17647,23800,1.349,是,中,高,5,JOB34BF37B986
29085,女,土木工程,本科,创业,建筑,产品创业者,武汉,新一线,4066,4200,1.033,否,高,中,4,JOBC6690082EF
29086,女,物理学,博士,就业,科研,研究员,重庆,新一线,9830,15200,1.546,是,高,高,5,JOB1E56E68517
29087,男,生物学,本科,创业,医疗,项目负责人,成都,新一线,16920,14300,0.845,否,中,中,3,JOBCC6E81AF9D
29088,男,生物学,本科,公务员,政府,事业单位职员,南京,新一线,14793,14500,0.98,是,低,中,3,JOB5BE3EFBB6D
29089,女,计算机,硕士,出国,科研,海外研发助理,上海,一线,11804,11200,0.949,否,中,高,4,JOBD9C774F2B1
29090,男,物理学,硕士,就业,互联网,产品经理,西安,新一线,8062,11600,1.439,是,低,高,4,JOB83B8B52E66
29091,男,化学,本科,自由职业,科研,自由职业者,北京,一线,16571,18900,1.141,否,高,中,4,JOBA172E80D3B
29092,女,临床医学,硕士,公务员,政府机关,选调生,深圳,一线,18447,25500,1.382,是,低,中,3,JOBB2E3E338F6
29093,女,生物学,博士,自由职业,科研,独立咨询顾问,广州,一线,18111,24000,1.325,否,高,高,5,JOB989A906E57
29094,男,计算机,硕士,公务员,政府,行政专员,重庆,新一线,4483,3900,0.87,否,低,中,2,JOB779B8B0491
29095,女,计算机,硕士,公务员,政府机关,政策研究员,深圳,一线,14526,17000,1.17,否,低,中,3,JOB9982DBE5B7
29096,男,计算机,本科,创业,文化传媒,联合创始人,西安,新一线,17332,12400,0.715,是,低,中,2,JOB66324AFAE8
29097,男,土木工程,硕士,公务员,政府,行政执法辅助岗,深圳,一线,18732,20700,1.105,否,低,中,3,JOB009367A7AF
29098,男,物理学,本科,公务员,政府机关,基层治理专员,杭州,新一线,11083,11000,0.993,是,低,中,3,JOB5169DCAFE5
29099,男,临床医学,博士,自由职业,文化传媒,自由职业者,成都,新一线,8830,8400,0.951,是,低,中,3,JOBAC829F0413
29100,女,临床医学,博士,自由职业,文化传媒,项目制顾问,上海,一线,11756,14500,1.233,否,低,中,3,JOBAFD96A4859
29101,男,哲学,硕士,就业,文化传媒,品牌专员,杭州,新一线,8945,9900,1.107,否,中,中,4,JOBD5E938833A
29102,男,物理学,硕士,出国,科研,海外项目助理,成都,新一线,8429,7200,0.854,否,高,高,4,JOB724FC0A844
29103,女,物理学,硕士,出国,教育,海外项目助理,成都,新一线,8986,6700,0.746,是,中,高,3,JOBAE1465B6ED
29104,男,临床医学,博士,自由职业,文化传媒,独立咨询顾问,杭州,新一线,6630,6900,1.041,否,低,中,3,JOB5EAEA98D1D
29105,女,金融学,本科,创业,互联网,创业者,西安,新一线,9435,8800,0.933,否,中,中,3,JOB5E8A3A4278
29106,女,物理学,博士,公务员,政府,公共事务助理,杭州,新一线,6031,7400,1.227,否,低,中,3,JOBC9ED8EBDE5
29107,男,化学,本科,创业,互联网,联合创始人,广州,一线,19653,20400,1.038,否,低,中,3,JOBE8DB1329F2
29108,男,土木工程,博士,公务员,政府机关,行政执法辅助岗,南京,新一线,12420,15300,1.232,否,低,中,3,JOB7238442C28
29109,女,历史学,博士,出国,科研,海外研究生,重庆,新一线,12093,10200,0.843,否,低,高,3,JOB679152C764
29110,女,文学,本科,就业,文化传媒,活动策划,西安,新一线,3162,2700,0.854,是,中,中,3,JOB63C192427D
29111,女,历史学,硕士,自由职业,教育,独立编辑,杭州,新一线,16536,20000,1.209,是,高,中,5,JOBC63386C93A
29112,女,土木工程,博士,自由职业,建筑,项目制顾问,北京,一线,16290,28200,1.731,是,高,中,5,JOB2B31E394C7
29113,女,临床医学,博士,自由职业,文化传媒,自由职业者,成都,新一线,19556,21000,1.074,是,低,中,3,JOBAC829F0413
29114,女,临床医学,硕士,公务员,政府,公共事务助理,杭州,新一线,13708,16400,1.196,是,低,中,4,JOBC9ED8EBDE5
29115,女,金融学,硕士,公务员,政府机关,公共事务助理,北京,一线,11165,15500,1.388,是,低,中,3,JOB816BB592F1
29116,女,金融学,硕士,创业,金融,联合创始人,广州,一线,12523,18600,1.485,否,高,高,5,JOBE80E29F843
29117,女,历史学,博士,公务员,政府,公务员,深圳,一线,12383,16600,1.341,否,低,中,4,JOB377CB3B7A7
29118,男,哲学,硕士,创业,教育,项目负责人,深圳,一线,3390,4300,1.268,否,高,中,4,JOB0CB0742F24
29119,女,文学,本科,就业,教育,研究助理,上海,一线,4730,6000,1.268,是,高,中,4,JOB0A7920938A
29120,男,历史学,硕士,自由职业,教育,独立编辑,上海,一线,8751,11200,1.28,是,高,中,5,JOB5683F78346
29121,男,物理学,本科,自由职业,科研,内容创作者,武汉,新一线,17025,16300,0.957,否,高,中,4,JOB2D115B2219
29122,女,物理学,博士,就业,科研,研究员,上海,一线,7133,14200,1.991,是,高,高,5,JOBC9B8611229
29123,女,临床医学,硕士,创业,科研,工作室负责人,南京,新一线,15401,16300,1.058,是,中,高,4,JOB75273D57A8
29124,女,计算机,本科,就业,金融,量化研究助理,西安,新一线,8090,7900,0.977,否,低,低,2,JOB40DC5EA9F6
29125,男,土木工程,硕士,出国,建筑,海外研究助理,重庆,新一线,7688,6000,0.78,否,高,高,3,JOBDA1D852EF4
29126,男,文学,博士,公务员,政府,行政执法辅助岗,武汉,新一线,5754,6700,1.164,是,低,中,3,JOB3A9A4842B1
29127,男,临床医学,博士,就业,教育,研究助理,西安,新一线,18413,21500,1.168,是,中,高,4,JOB94A7D691F6
29128,女,土木工程,本科,创业,房地产,工作室负责人,深圳,一线,8558,8800,1.028,否,中,中,3,JOBF3DF87CC4A
29129,女,计算机,本科,自由职业,互联网,独立开发者,上海,一线,12726,19600,1.54,是,高,中,5,JOB67A88531C5
29130,女,物理学,博士,就业,教育,课程顾问,南京,新一线,19611,22600,1.152,是,中,高,5,JOB1806BD4B7F
29131,女,生物学,博士,就业,教育,教师,西安,新一线,15263,17300,1.133,否,中,高,4,JOB79A318B3ED
29132,女,临床医学,本科,出国,教育,海外研究助理,西安,新一线,6834,4300,0.629,是,中,中,3,JOB1131563BE5
29133,女,物理学,硕士,出国,科研,海外项目助理,南京,新一线,5127,4700,0.917,是,高,高,4,JOB654C37F38C
29134,女,化学,博士,出国,科研,海外研究生,上海,一线,6699,7500,1.12,否,高,高,5,JOB9A3E536F5F
29135,女,物理学,硕士,就业,教育,研究助理,成都,新一线,8515,10300,1.21,是,中,高,5,JOBEFCB638766
29136,女,计算机,博士,创业,互联网,联合创始人,杭州,新一线,19296,32000,1.658,是,高,中,5,JOB5249DA047A
29137,女,物理学,硕士,就业,制造业,质量工程师,深圳,一线,16665,24400,1.464,是,中,中,4,JOB97C42AEEF5
29138,女,临床医学,博士,自由职业,文化传媒,自由职业者,北京,一线,16010,19100,1.193,否,低,中,3,JOB299937C784
29139,男,文学,硕士,自由职业,文化传媒,内容创作者,西安,新一线,16637,14600,0.878,否,中,中,3,JOBD3E5D97A0E
29140,男,物理学,博士,出国,教育,海外项目助理,广州,一线,17398,17900,1.029,是,中,高,4,JOB095ED7DB34
29141,男,文学,博士,自由职业,互联网,课程创作者,深圳,一线,14419,25100,1.741,否,中,中,4,JOBADAD007D5E
29142,女,历史学,硕士,出国,教育,海外项目助理,广州,一线,13922,11500,0.826,否,高,高,3,JOB095ED7DB34
29143,男,土木工程,硕士,就业,房地产,资产管理助理,南京,新一线,13093,17200,1.314,否,中,中,4,JOB5A3687A2AD
29144,男,土木工程,硕士,自由职业,文化传媒,项目制顾问,南京,新一线,8602,9100,1.058,是,低,中,3,JOBD406907278
29145,男,历史学,硕士,创业,教育,工作室负责人,广州,一线,16084,20300,1.262,是,高,中,4,JOBF7E9A3052B
29146,男,土木工程,硕士,公务员,政府机关,选调生,西安,新一线,10379,9000,0.867,否,低,中,2,JOB24B3FFB4BB
29147,女,哲学,硕士,自由职业,教育,自由撰稿人,北京,一线,11102,13900,1.252,否,高,中,4,JOB51BD21071D
29148,女,化学,硕士,公务员,政府机关,基层治理专员,南京,新一线,5110,5300,1.037,是,低,中,3,JOB8EBBC76116
29149,男,哲学,硕士,出国,科研,海外研究生,广州,一线,19939,17400,0.873,否,低,高,3,JOB40B0BA111C
29150,女,文学,博士,出国,教育,海外项目助理,深圳,一线,5978,6400,1.071,否,高,高,4,JOB84D7FD5B17
29151,男,历史学,本科,出国,教育,海外研究生,广州,一线,13327,10100,0.758,否,高,中,3,JOB21BB64DB54
29152,男,文学,本科,自由职业,文化传媒,独立编辑,深圳,一线,4191,3900,0.931,否,中,中,3,JOBB0BC2283F8
29153,男,金融学,博士,创业,互联网,工作室负责人,上海,一线,4551,8500,1.868,是,中,中,4,JOB69571A81A0
29154,女,土木工程,硕士,公务员,政府,事业单位职员,成都,新一线,11286,10900,0.966,是,低,中,3,JOBDE91751C3C
29155,女,土木工程,硕士,自由职业,建筑,项目制顾问,深圳,一线,4356,6800,1.561,是,高,中,5,JOBAF9AFBC40A
29156,男,物理学,博士,就业,教育,课程顾问,深圳,一线,16009,21300,1.331,否,中,高,4,JOB0833E93A24
29157,男,物理学,博士,公务员,政府机关,行政专员,杭州,新一线,12341,16000,1.296,否,低,中,4,JOB7AC74134C0
29158,男,化学,博士,就业,制造业,生产管理专员,杭州,新一线,15131,20800,1.375,是,中,中,4,JOB472B339D6A
29159,男,哲学,本科,出国,教育,海外研究生,武汉,新一线,9126,5800,0.636,否,高,中,3,JOB35138F5406
29160,女,金融学,博士,出国,金融,海外研究生,重庆,新一线,19482,23400,1.201,否,高,高,5,JOBBFFD437920
29161,女,土木工程,博士,公务员,政府,事业单位职员,北京,一线,17091,24300,1.422,是,低,中,4,JOBC399F97844
29162,女,土木工程,本科,创业,建筑,项目负责人,成都,新一线,16837,15700,0.932,否,高,中,4,JOBCDA9BF451B
29163,女,物理学,硕士,自由职业,教育,项目制顾问,南京,新一线,15496,14400,0.929,是,中,中,3,JOB76661E223A
29164,女,文学,博士,创业,文化传媒,联合创始人,北京,一线,4556,6500,1.427,是,中,中,4,JOB69A1E518B9
29165,女,计算机,硕士,出国,科研,海外研究生,北京,一线,11351,11000,0.969,否,中,高,3,JOB59DFA94B77
29166,男,哲学,硕士,自由职业,互联网,自由撰稿人,武汉,新一线,15159,17600,1.161,否,低,高,4,JOB6E4382887A
29167,女,土木工程,博士,出国,建筑,海外项目助理,杭州,新一线,8872,12900,1.454,是,高,高,5,JOB1B378A2606
29168,男,金融学,博士,出国,金融,海外研究生,武汉,新一线,3674,4000,1.089,否,高,高,4,JOBBE515AD493
29169,男,生物学,博士,公务员,政府,公共事务助理,成都,新一线,14954,16000,1.07,否,低,中,3,JOBCAB3CF92D3
29170,男,化学,本科,出国,教育,海外项目助理,武汉,新一线,15096,8200,0.543,否,低,中,2,JOBBA2A58A18C
29171,男,哲学,博士,自由职业,文化传媒,内容创作者,广州,一线,15558,15900,1.022,否,中,中,3,JOBF2E6735FC6
29172,女,计算机,博士,就业,金融,量化研究助理,杭州,新一线,14106,23700,1.68,是,低,高,4,JOB8B54A9FAEA
29173,女,金融学,硕士,创业,银行,项目负责人,西安,新一线,19456,21300,1.095,否,中,中,4,JOBFEFEECB080
29174,男,临床医学,本科,就业,政府,基层治理专员,武汉,新一线,16265,14300,0.879,是,低,中,2,JOBE1436FEB7F
29175,女,生物学,本科,自由职业,教育,自由职业者,武汉,新一线,11811,8600,0.728,是,中,中,2,JOB104F41582A
29176,男,金融学,硕士,公务员,政府机关,公共事务助理,重庆,新一线,8593,8500,0.989,否,低,中,3,JOBB5584CC808
29177,女,土木工程,本科,自由职业,教育,内容创作者,上海,一线,14667,14000,0.955,是,低,中,3,JOB959BF88923
29178,男,物理学,本科,出国,科研,海外项目助理,深圳,一线,5003,4500,0.899,是,高,中,3,JOB661CACED45
29179,女,历史学,硕士,出国,科研,海外研究生,深圳,一线,12431,10700,0.861,否,低,高,3,JOBCF5E7731E8
29180,女,生物学,硕士,创业,互联网,产品创业者,成都,新一线,11556,12100,1.047,否,低,高,3,JOBD96583F561
29181,女,临床医学,本科,出国,教育,海外研究生,上海,一线,9514,7600,0.799,否,中,中,2,JOB070521E39D
29182,女,化学,硕士,就业,教育,教师,广州,一线,12527,13500,1.078,否,低,中,3,JOB9E40D25D25
29183,女,生物学,本科,就业,科研,数据研究助理,深圳,一线,3297,4400,1.335,是,高,中,5,JOBD2EA3AFC80
29184,男,生物学,博士,公务员,政府机关,选调生,武汉,新一线,11200,12500,1.116,是,低,中,3,JOBC808FEF105
